频道由爬虫自动更新,#genre#,http://diyp1.112114.xyz/

央视4K&高端设备,#genre#
湖北教育频道,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072a6cbbf6/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKTFQuOKNd5i0HMa3ydMWIQ6kJ2fBJGJ77BLTXK72CqUYQsX3ZguYt0954s9hfZTfc
湖北经视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807203543e3/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNLVCQ3pDe4nBySab%2B3xPL123aTSCRugzF2ABe36IIJw2evZbYdWUo0ffUw53bflDgU
湖北公共,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380726d0ee3b/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKgjpyhD%2FJd6SZjkcHAKXbsjwotAY57dianC4%2ByY7artm7J7F4GFO6G99D0bYMJRxI
湖北生活,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072c62e405/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKJPodw5BcDirSOw7egztI5bUvJjqPzSNAhrA37GrbRBIAjGQpzP0QmgsmuHnQyd2c
湖北垄上频道,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072463c333/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNL%2Be1h4FfA5QqwJ7IPOz3p2qIS7djSxm17Htd%2FckZkm%2FVqsKHEJFJt26ju9iibzMEo

江浙湘频道,#genre#
江苏卫视,rtsp://[2409:8087:2001:20:2800:0:df6e:eb18]:554/ott.mobaibox.com/000000400000001/H265_8000k_1080P_jiangsustv_CR
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江苏综艺,http://iptv.skygogo.cn:18889/udp/239.49.8.108:8000
江苏影视,http://iptv.skygogo.cn:18889/udp/239.49.8.118:8000
江苏新闻,http://iptv.skygogo.cn:18889/udp/239.49.8.120:8000
江苏体育休闲,http://edc.dsmv.top:7777/udp/239.49.8.117:8000
江苏城市,http://edc.dsmv.top:7777/rtp/239.49.8.107:8000
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
浙江卫视,rtsp://[2409:8087:2001:20:2800:0:df6e:eb21]:554/ott.mobaibox.com/000000400000001/H265_8000k_1080P_zhejiangstv_CR
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经视,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
湖南卫视,rtsp://[2409:8087:2001:20:2800:0:df6e:eb21]:554/ott.mobaibox.com/000000400000001/H265_8000k_1080P_hunanstv_CR
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视（超高码率）,http://sqp51974398.zicp.io:4022/rtp/239.76.253.100:9000
湖南经视,http://222.241.154.37:9901/tsfile/live/23020_1.m3u8
湖南国际,http://222.241.154.37:9901/tsfile/live/23024_1.m3u8
湖南爱晚,http://222.241.154.37:9901/tsfile/live/23022_1.m3u8
湖南都市,http://222.241.154.37:9901/tsfile/live/23021_1.m3u8
湖南电视剧,http://222.241.154.37:9901/tsfile/live/23026_1.m3u8
湖南教育,http://222.241.154.37:9901/tsfile/live/23027_1.m3u8
湖南电影,http://222.241.154.37:9901/tsfile/live/23025_1.m3u8
湖南娱乐,http://222.241.154.37:9901/tsfile/live/23023_1.m3u8
金鹰纪实,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN4766929BESTVSMGSMG/index.m3u8?m3u8_level=2
茶,http://sqp51974398.zicp.io:4022/udp/239.76.252.239:9000
快乐垂钓,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638729b6002c4/index.m3u8?m3u8_level=2

豫琼陕频道,#genre#
河南移动电视, http://[2409:8087:4402:20:1:1216:401:2d]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226871/index.m3u8
移动戏曲, http://[2409:8087:4402:20:1:1216:401:14]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226436/index.m3u8
河南教育, http://[2409:8087:441a:20:101:211:601:6]:6610/PLTV/88888888/224/3221227244/index.m3u8?servicetype=1
睛彩中原, http://[2409:8087:4402:20:1:1216:401:14]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8
河南4K试验, http://[2409:8087:4402:20:1:1216:401:39]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河南卫视4K,http://anhuaweiyu.3322.org:8888/rtp/239.16.10.210:2000?
河南电视剧,http://[2409:8087:4400:20:1:a0f:12:e]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u81
河南电视剧,http://61.163.181.78:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
河南法治,http://[2409:8087:4400:20:1:a0f:12:38]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226940/01.m3u8?fmt=ts2hls
河南法治,http://61.163.181.78:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
河南都市,http://[2409:8087:4400:20:1:a0f:12:e]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226430/index.m3u8
河南都市,http://61.163.181.78:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
河南民生,http://[2409:8087:4402:20:1:1216:401:14]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
河南民生,http://61.163.181.78:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
河南新闻,http://[2409:8087:4402:20:1:1216:401:3b]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226544/index.m3u8
河南新闻,http://61.163.181.78:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
河南新闻,http://61.163.181.78:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
河南戏曲,http://[2409:8087:4400:20:1:a0f:12:e]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226438/index.m3u8
河南戏曲,http://61.163.181.78:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://[2409:8087:4402:20:1:1216:401:11]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
河南卫视,http://61.163.181.78:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
河南公共,http://[2409:8087:4402:20:1:1216:401:2a]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226566/index.m3u8
河南公共,http://117.72.68.25:9930/hn.php?id=hngg
河南文博,http://[2409:8087:4402:20:1:1216:401:37]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226447/index.m3u8
河南文博,http://117.72.68.25:9930/hn.php?id=wwbk
河南乡村,http://[2409:8087:4402:20:1:1216:401:37]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226443/index.m3u8
河南乡村,http://117.72.68.25:9930/hn.php?id=hnxc
河南功夫,http://[2409:8087:4402:20:1:1216:401:40]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226692/index.m3u8
河南功夫,http://117.72.68.25:9930/hn.php?id=wspd
河南梨园,http://sqp51974398.zicp.io:4022/udp/239.76.252.179:9000?
河南梨园（ipv6）,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380788ba7bed/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQI5%2BK6T7j%2FlRm%2BvbM9VO7bA0q1S1k1f36SqqriM0FZoFSAJRfCt8SS7X6sTRmXb81a8O4H%2FdroDKjLoDeaMQdyJQ
河南尉氏,http://tvpull.dxhmt.cn:9081/tv/10223-1.m3u8
海南文旅,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/08984400000000060000000000000322/index.m3u8?IAS
海南公共,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/08984400000000060000000000000382/index.m3u8?IAS
海南自贸,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/08984400000000060000000000000320/index.m3u8?IAS
海南新闻,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/08984400000000060000000000000321/index.m3u8?IAS
陕西一套,http://tiger81.i234.me:8888/rtp/239.111.205.28:5140
陕西二套,http://tiger81.i234.me:8888/rtp/239.111.205.42:5140
陕西三套,http://tiger81.i234.me:8888/rtp/239.111.205.98:5140
陕西四套,http://tiger81.i234.me:8888/rtp/239.111.205.99:5140
陕西五套,http://tiger81.i234.me:8888/rtp/239.111.205.100:5140
陕西七套,http://2.lexlong.top:8001/rtp/239.110.205.85:7936
陕西八套,http://tiger81.i234.me:8888/rtp/239.111.205.102:5140

少儿频道,#genre#
卡酷少儿,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN164297BESTVSMGSMG9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUbM%2BtJ%2FIKUay0816q4f4FPN9pHjY5eGh1%2F3MQt0stvVIcNMY1ycEUDLSM33BfV5mc1yzDtp74FxRG%2BT%2ByX8dhHQ
卡酷少儿,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN164297BESTVSMGSMG9/1.m3u8?m3u8_level=2
卡酷少儿,http://[2409:8087:74F1:0021::0008]:80/000000001000PLTV/88888888/224/3221225643/index.m3u8
卡酷少儿,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000040/index.m3u8
动漫秀场,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000009&IASHttpSessionId=OTT19019320240419154124000281
动漫秀场,http://paofan.boyi56.cn:4022/rtp/239.45.3.134:5140?
优漫卡通,http://edc.dsmv.top:7777/udp/239.49.8.119:8000?
哈哈炫动,http://paofan.boyi56.cn:4022/udp/239.45.1.55:5140?
金鹰卡通,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000039/index.m3u8
金鹰卡通,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002240/index.m3u8
金鹰卡通,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000057BESTVSMGSMG/1.m3u8?m3u8_level=2
金鹰卡通,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000057BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0T0ZQXwaiVktPr6ILPKXqwOw2VoxnxHvBSRSzCCC3szSwIgrD0rUpRXeaqChwLXCf0
金鹰卡通,http://sqp51974398.zicp.io:4022/udp/239.76.245.120:1234
嘉佳卡通,http://120.237.241.82:4000/udp/239.77.0.179:5146
广东少儿,http://120.237.241.82:4000/udp/239.77.0.250:5146
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
海南少儿,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/08984400000000060000000000000323/index.m3u8?IAS
甘肃少儿,http://[2409:8087:74F1:0021::0008]:80/270000001111/1110000327/index.m3u8?

电影影视,#genre#
轮播·地下交通站,http://cfss.cc/cdn/hy/11342433.flv
轮播·爱情公寓,https://live.metshop.top/huya/11336726
轮播·林正英,http://cfss.cc/cdn/hy/11342421.flv
轮播·铁齿铜牙纪晓岚,https://live.metshop.top/huya/11342396
轮播·洪金宝,http://cfss.cc/cdn/hy/11279251.flv
轮播·热门电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=122402
轮播·周星驰,http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu.flv?wsAuth=77fb864de851377bf42c927b381de2be&token=cpn-androidmpro-0-3637778-8c089871434b9344fcaab88b736d84e387ca294ad4662324&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play
轮播·刘德华,http://cfss.cc/cdn/hy/11342423.flv
轮播·恐怖电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=2935323
轮播·恐怖电影2,http://huanqiuzhibo.cn/manifest/douyu.php?id=96577
轮播·贺岁电影,http://cfss.cc/cdn/hy/11601971.flv
轮播·四驱兄弟,http://cfss.cc/cdn/hy/11352922.flv
轮播·60帧电影,http://zzy789.xyz/douyu1.php?id=747764
山西影视,http://liveflash.sxrtv.com/live/sxfilm.m3u8?sub_m3u8=true&edge_slice=true
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典（卫星）,http://117.114.153.26:8180/TV00000000000000000007@HHZT
峨眉电影,http://xeace.cn:8888/udp/239.93.0.252:5140
四川影视,http://118.122.2.29:9999/hls/53/index.m3u8

大陆外（部分网络无法使用）,#genre#
星空卫视,http://nas.jumping.wang:5555/udp/239.93.0.156:2193
星空卫视&备用,http://117.114.153.18:8180/TV00000000000000000071@HHZT
V,http://117.114.153.18:8180/TV00000000000000000067@HHZT
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰电影,http://117.114.153.26:8180/TV00000000000000000072@HHZT
Discovery,http://117.114.153.18:8180/TV00000000000000000077@HHZT
澳亚卫视,http://117.114.153.18:8180/TV00000000000000000082@HHZT
CNN,http://117.114.153.18:8180/TV00000000000000000108@HHZT
CNBC,http://117.114.153.18:8180/TV00000000000000000110@HHZT
NHK,http://117.114.153.18:8180/TV00000000000000000161@HHZT
KBS国际,http://117.114.153.18:8180/TV00000000000000000166@HHZT
国家地理,http://117.114.153.26:8180/TV00000000000000000112@HHZT
STARmovies,http://117.114.153.18:8180/TV00000000000000000075@HHZT
CInemax,http://117.114.153.12:8180/TV00000000000000000109@HHZT
HBOHD,http://117.114.153.12:8180/TV00000000000000000074@HHZT
axn电影,http://117.114.153.18:8180/TV00000000000000000076@HHZT
大爱,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
美国之音&硬解,https://voa-ingest.akamaized.net/hls/live/2033878/tvmc08/playlist.m3u8
东森超视,rtmp://f13h.mine.nu/sat/tv331
华视,rtmp://f13h.mine.nu/sat/tv111
中视,rtmp://f13h.mine.nu/sat/tv091
民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
日本全天新闻,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
中天综合台,http://tw888.dyndns.tv:35461/axdytwtemp/e4zVUpAp9o/9
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
八大综合台（台）,http://tw888.dyndns.tv:35461/axdytwtemp/e4zVUpAp9o/115
八大戏剧,http://tw888.dyndns.tv:35461/axdytwtemp/e4zVUpAp9o/116
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本台,rtmp://f13h.mine.nu/sat/tv771
momotv,rtmp://f13h.mine.nu/sat/tv761
翡翠台&多音轨,http://beishan008.asuscomm.com:8889/bysid/1.m3u8
无线新闻&多音轨,http://beishan008.asuscomm.com:8890/bysid/83.m3u8
明珠台&多音轨,http://beishan008.asuscomm.com:8890/bysid/2.m3u8
TVB Plus&多音轨,http://beishan008.asuscomm.com:8890/bysid/82.m3u8
ViuTv&多音轨,http://beishan008.asuscomm.com:8889/bysid/99.m3u8
ViuTv6&多音轨,http://beishan008.asuscomm.com:8889/bysid/96.m3u8



🔒工程调试_Q,#genre#
松视1台,http://18.svi-studio.com:8880/live/624372101145/418430465490/5.m3u8
松视1台,http://18.svi-studio.com:80/live/176619383282/537544338952/5.m3u8
松视1台,http://18.svi-studio.com:8880/live/584830114073/800309151021/5.m3u8
松视2台,http://18.svi-studio.com:8880/live/624372101145/418430465490/6.m3u8
松视2台,http://18.svi-studio.com:80/live/176619383282/537544338952/6.m3u8
松视2台,http://18.svi-studio.com:8880/live/917952932058/953281067271/6.m3u8
松视3台,http://18.svi-studio.com:8880/live/624372101145/418430465490/20205.m3u8
松视3台,http://18.svi-studio.com:80/live/176619383282/537544338952/20205.m3u8
松视3台,http://18.svi-studio.com:8880/live/271871095922/006886711863/20205.m3u8
香蕉台,http://18.svi-studio.com:8880/live/624372101145/418430465490/4.m3u8
香蕉台,http://18.svi-studio.com:80/live/176619383282/537544338952/4.m3u8
彩虹🌈完美台,http://z88.ubtvfans.com/live/rx3/410/65c496a8a32fe34c9af6b1dce9988f28/index.m3u8
彩虹🌈完美台,http://18.svi-studio.com:80/live/176619383282/537544338952/3.m3u8
彩虹🌈完美台,http://18.svi-studio.com:8880/live/624372101145/418430465490/3.m3u8
彩虹🌈惊艳台,http://18.svi-studio.com:8880/live/624372101145/418430465490/1.m3u8
彩虹🌈惊艳台,http://18.svi-studio.com:80/live/176619383282/537544338952/1.m3u8
彩虹🌈惊艳台,http://18.svi-studio.com:8880/live/908957700097/132663288386/1.m3u8
1, https://t21.cdn2020.com/video/m3u8/2023/01/31/2be430ca/index.m3u8
2, https://t21.cdn2020.com/video/m3u8/2023/01/19/f34df686/index.m3u8
3, https://z100.cdn2020.com/video/m3u8/2020/07/25/2cec522d/index.m3u8
4, https://z100.cdn2020.com/video/m3u8/2019/08/12/65be5abc/index.m3u8
5, https://z100.cdn2020.com/video/m3u8/2019/08/08/e5176246/index.m3u8
6, https://z100.cdn2020.com/video/m3u8/2019/08/06/be9b1731/index.m3u8
7, https://z100.cdn2020.com/video/m3u8/2019/08/04/08e177af/index.m3u8
8, https://z100.cdn2020.com/video/m3u8/2019/08/03/b5cae98d/index.m3u8
9, https://t21.cdn2020.com/video/m3u8/2023/04/21/ef21bff1/index.m3u8
10, https://t21.cdn2020.com/video/m3u8/2023/04/19/368d1282/index.m3u8
11, https://t21.cdn2020.com/video/m3u8/2023/04/19/85977503/index.m3u8
12, https://t21.cdn2020.com/video/m3u8/2023/01/29/e656ed9e/index.m3u8
n0946, https://z100.cdn2020.com/video/m3u8/2020/07/24/07dd89a1/index.m3u8
n0724, https://z100.cdn2020.com/video/m3u8/2020/07/23/7029e94d/index.m3u8
n0629, https://z100.cdn2020.com/video/m3u8/2020/07/19/3105fe90/index.m3u8
n0630, https://z100.cdn2020.com/video/m3u8/2020/07/18/ac0bd0ea/index.m3u8
n0476, https://z100.cdn2020.com/video/m3u8/2020/07/17/9671e301/index.m3u8
n1332, https://z100.cdn2020.com/video/m3u8/2020/07/15/e68fe14f/index.m3u8
n1150, https://z100.cdn2020.com/video/m3u8/2020/07/14/23bdb384/index.m3u8
n0998, https://z100.cdn2020.com/video/m3u8/2020/07/10/0a17f7bf/index.m3u8
n1183, https://z100.cdn2020.com/video/m3u8/2020/07/07/61a670e7/index.m3u8

